Direction,time,Rate
Read,2023-6-29-09:53:49,2055.8
Write,2023-6-29-09:53:49,2055.8
Read,2023-6-29-09:53:49,2055.9
Write,2023-6-29-09:53:50,2056.1
Read,2023-6-29-09:53:50,2056.6
Write,2023-6-29-09:53:50,2056.2
Read,2023-6-29-09:53:50,2055.5
Write,2023-6-29-09:53:51,2055.3
Read,2023-6-29-09:53:51,2055.5
Write,2023-6-29-09:53:51,2055.8
Read,2023-6-29-09:53:51,2056.0
Write,2023-6-29-09:53:52,2056.2
Read,2023-6-29-09:53:52,2056.7
Write,2023-6-29-09:53:52,2056.4
Read,2023-6-29-09:53:52,2055.3
Write,2023-6-29-09:53:53,2055.8
Read,2023-6-29-09:53:53,2056.5
Write,2023-6-29-09:53:53,2055.5
Read,2023-6-29-09:53:53,2056.1
Write,2023-6-29-09:53:54,2056.6
Read,2023-6-29-09:53:54,2055.3
Write,2023-6-29-09:53:54,2055.6
Read,2023-6-29-09:53:54,2056.4
Write,2023-6-29-09:53:55,2055.7
Read,2023-6-29-09:53:55,2056.4
Write,2023-6-29-09:53:55,2056.4
Read,2023-6-29-09:53:55,2055.5
Write,2023-6-29-09:53:56,2056.0
Read,2023-6-29-09:53:56,2056.3
Write,2023-6-29-09:53:56,2055.6
Read,2023-6-29-09:53:56,2055.5
Write,2023-6-29-09:53:57,2056.2
Read,2023-6-29-09:53:57,2055.7
Write,2023-6-29-09:53:57,2055.3
Read,2023-6-29-09:53:57,2055.9
Write,2023-6-29-09:53:58,2056.4
Read,2023-6-29-09:53:58,2055.9
Write,2023-6-29-09:53:58,2056.2
Read,2023-6-29-09:53:58,2056.5
Write,2023-6-29-09:53:59,2055.4
Read,2023-6-29-09:53:59,2055.4
Write,2023-6-29-09:53:59,2056.0
Read,2023-6-29-09:53:59,2055.8
Write,2023-6-29-09:54:00,2055.6
Read,2023-6-29-09:54:00,2056.4
Write,2023-6-29-09:54:00,2056.5
Read,2023-6-29-09:54:00,2056.1
Write,2023-6-29-09:54:01,2055.7
Read,2023-6-29-09:54:01,2056.0
Write,2023-6-29-09:54:01,2055.9
Read,2023-6-29-09:54:01,2056.1
Write,2023-6-29-09:54:02,2056.1
Read,2023-6-29-09:54:02,2055.5
Write,2023-6-29-09:54:02,2055.5
Read,2023-6-29-09:54:02,2056.0
Write,2023-6-29-09:54:03,2056.0
Read,2023-6-29-09:54:03,2056.4
Write,2023-6-29-09:54:03,2056.4
Read,2023-6-29-09:54:03,2055.7
Write,2023-6-29-09:54:04,2055.8
Read,2023-6-29-09:54:04,2055.8
Write,2023-6-29-09:54:04,2055.6
Read,2023-6-29-09:54:04,2056.2
Write,2023-6-29-09:54:05,2055.9
Read,2023-6-29-09:54:05,2055.7
Write,2023-6-29-09:54:05,2055.9
Read,2023-6-29-09:54:05,2056.2
Write,2023-6-29-09:54:06,2056.2
Read,2023-6-29-09:54:06,2055.5
Write,2023-6-29-09:54:06,2055.6
Read,2023-6-29-09:54:06,2055.8
Write,2023-6-29-09:54:07,2056.0
Read,2023-6-29-09:54:07,2055.8
Write,2023-6-29-09:54:07,2055.7
Read,2023-6-29-09:54:07,2056.2
Write,2023-6-29-09:54:08,2056.2
Read,2023-6-29-09:54:08,2055.6
Write,2023-6-29-09:54:08,2055.8
Read,2023-6-29-09:54:08,2056.3
Write,2023-6-29-09:54:09,2055.2
Read,2023-6-29-09:54:09,2055.2
Write,2023-6-29-09:54:09,2056.1
Read,2023-6-29-09:54:09,2056.1
Write,2023-6-29-09:54:10,2056.2
Read,2023-6-29-09:54:10,2055.5
Write,2023-6-29-09:54:10,2055.5
Read,2023-6-29-09:54:10,2056.6
Write,2023-6-29-09:54:11,2056.4
Read,2023-6-29-09:54:11,2055.7
Write,2023-6-29-09:54:11,2055.5
Read,2023-6-29-09:54:11,2056.2
Write,2023-6-29-09:54:12,2055.9
Read,2023-6-29-09:54:12,2055.3
Write,2023-6-29-09:54:12,2055.9
Read,2023-6-29-09:54:12,2056.0
Write,2023-6-29-09:54:13,2056.4
Read,2023-6-29-09:54:13,2056.6
Write,2023-6-29-09:54:13,2056.0
Read,2023-6-29-09:54:13,2055.6
Write,2023-6-29-09:54:14,2055.5
Read,2023-6-29-09:54:14,2056.2
Write,2023-6-29-09:54:14,2056.0
Read,2023-6-29-09:54:14,2055.4
Write,2023-6-29-09:54:15,2055.4
Read,2023-6-29-09:54:15,2056.3
Write,2023-6-29-09:54:15,2056.7
Read,2023-6-29-09:54:15,2055.4
Write,2023-6-29-09:54:16,2055.8
Read,2023-6-29-09:54:16,2056.6
Write,2023-6-29-09:54:16,2055.2
Read,2023-6-29-09:54:16,2055.4
Write,2023-6-29-09:54:16,2056.0
Read,2023-6-29-09:54:17,2055.2
Write,2023-6-29-09:54:17,2055.9
Read,2023-6-29-09:54:17,2056.5
Write,2023-6-29-09:54:17,2055.7
Read,2023-6-29-09:54:18,2055.5
Write,2023-6-29-09:54:18,2056.4
Read,2023-6-29-09:54:18,2056.1
Write,2023-6-29-09:54:18,2055.6
Read,2023-6-29-09:54:19,2055.7
Write,2023-6-29-09:54:19,2055.6
Read,2023-6-29-09:54:19,2055.5
Write,2023-6-29-09:54:19,2056.0
Read,2023-6-29-09:54:20,2056.4
Write,2023-6-29-09:54:20,2055.5
Read,2023-6-29-09:54:20,2055.8
Write,2023-6-29-09:54:20,2056.1
Read,2023-6-29-09:54:21,2055.8
Write,2023-6-29-09:54:21,2055.7
Read,2023-6-29-09:54:21,2056.1
Write,2023-6-29-09:54:21,2055.8
Read,2023-6-29-09:54:22,2055.6
Write,2023-6-29-09:54:22,2055.9
Read,2023-6-29-09:54:22,2056.4
Write,2023-6-29-09:54:22,2056.5
Read,2023-6-29-09:54:23,2056.0
Write,2023-6-29-09:54:23,2055.7
Read,2023-6-29-09:54:23,2055.9
Write,2023-6-29-09:54:23,2055.2
Read,2023-6-29-09:54:24,2054.9
Write,2023-6-29-09:54:24,2056.7
Read,2023-6-29-09:54:24,2056.1
Write,2023-6-29-09:54:24,2055.1
Read,2023-6-29-09:54:25,2055.8
Write,2023-6-29-09:54:25,2055.9
Read,2023-6-29-09:54:25,2056.1
Write,2023-6-29-09:54:25,2056.1
Read,2023-6-29-09:54:26,2055.7
Write,2023-6-29-09:54:26,2054.7
Read,2023-6-29-09:54:26,2055.4
Write,2023-6-29-09:54:26,2056.7
Read,2023-6-29-09:54:27,2055.8
Write,2023-6-29-09:54:27,2055.9
Read,2023-6-29-09:54:27,2056.1
Write,2023-6-29-09:54:27,2056.0
Read,2023-6-29-09:54:28,2056.3
Write,2023-6-29-09:54:28,2055.5
Read,2023-6-29-09:54:28,2055.5
Write,2023-6-29-09:54:28,2055.2
Read,2023-6-29-09:54:29,2055.8
Write,2023-6-29-09:54:29,2056.4
Read,2023-6-29-09:54:29,2055.8
Write,2023-6-29-09:54:29,2055.7
Read,2023-6-29-09:54:30,2055.8
Write,2023-6-29-09:54:30,2056.1
Read,2023-6-29-09:54:30,2055.9
Write,2023-6-29-09:54:30,2056.0
Read,2023-6-29-09:54:31,2056.4
Write,2023-6-29-09:54:31,2055.5
Read,2023-6-29-09:54:31,2055.6
Write,2023-6-29-09:54:31,2056.0
Read,2023-6-29-09:54:32,2055.9
Write,2023-6-29-09:54:32,2055.7
Read,2023-6-29-09:54:32,2055.9
Write,2023-6-29-09:54:32,2056.1
Read,2023-6-29-09:54:33,2056.0
Write,2023-6-29-09:54:33,2055.9
Read,2023-6-29-09:54:33,2056.6
Write,2023-6-29-09:54:33,2056.0
Read,2023-6-29-09:54:34,2055.4
Write,2023-6-29-09:54:34,2055.6
Read,2023-6-29-09:54:34,2056.1
Write,2023-6-29-09:54:34,2056.3
Read,2023-6-29-09:54:35,2056.0
Write,2023-6-29-09:54:35,2055.4
Read,2023-6-29-09:54:35,2055.1
Write,2023-6-29-09:54:35,2056.2
Read,2023-6-29-09:54:36,2056.5
Write,2023-6-29-09:54:36,2056.0
Read,2023-6-29-09:54:36,2056.0
Write,2023-6-29-09:54:36,2055.1
Read,2023-6-29-09:54:37,2056.0
Write,2023-6-29-09:54:37,2056.4
Read,2023-6-29-09:54:37,2056.0
Write,2023-6-29-09:54:37,2055.7
Read,2023-6-29-09:54:38,2055.6
Write,2023-6-29-09:54:38,2056.2
Read,2023-6-29-09:54:38,2055.8
Write,2023-6-29-09:54:38,2055.0
Read,2023-6-29-09:54:39,2056.3
Write,2023-6-29-09:54:39,2056.2
Read,2023-6-29-09:54:39,2055.4
Write,2023-6-29-09:54:39,2056.1
Read,2023-6-29-09:54:40,2055.9
Write,2023-6-29-09:54:40,2055.9
Read,2023-6-29-09:54:40,2056.4
Write,2023-6-29-09:54:40,2056.5
Read,2023-6-29-09:54:41,2056.0
Write,2023-6-29-09:54:41,2055.7
Read,2023-6-29-09:54:41,2056.0
Write,2023-6-29-09:54:41,2056.1
Read,2023-6-29-09:54:42,2055.4
Write,2023-6-29-09:54:42,2055.7
Read,2023-6-29-09:54:42,2056.6
Write,2023-6-29-09:54:42,2055.9
Read,2023-6-29-09:54:43,2056.0
Write,2023-6-29-09:54:43,2056.1
Read,2023-6-29-09:54:43,2056.0
Write,2023-6-29-09:54:43,2056.2
Read,2023-6-29-09:54:44,2055.5
Write,2023-6-29-09:54:44,2055.3
Read,2023-6-29-09:54:44,2055.6
Write,2023-6-29-09:54:44,2056.4
Read,2023-6-29-09:54:45,2055.7
Write,2023-6-29-09:54:45,2056.1
Read,2023-6-29-09:54:45,2056.8
Write,2023-6-29-09:54:45,2055.9
Read,2023-6-29-09:54:46,2056.4
Write,2023-6-29-09:54:46,2056.4
Read,2023-6-29-09:54:46,2055.8
Write,2023-6-29-09:54:46,2056.0
Read,2023-6-29-09:54:47,2056.1
Write,2023-6-29-09:54:47,2055.4
Read,2023-6-29-09:54:47,2056.0
Write,2023-6-29-09:54:47,2056.6
Read,2023-6-29-09:54:48,2055.9
Write,2023-6-29-09:54:48,2056.0
Read,2023-6-29-09:54:48,2055.7
Write,2023-6-29-09:54:48,2055.8
Read,2023-6-29-09:54:49,2054.6
Write,2023-6-29-09:54:49,2056.0
Read,2023-6-29-09:54:49,2057.2
Write,2023-6-29-09:54:49,2056.0
Read,2023-6-29-09:54:50,2056.1
Write,2023-6-29-09:54:50,2055.9
Read,2023-6-29-09:54:50,2056.0
Write,2023-6-29-09:54:50,2055.8
Read,2023-6-29-09:54:51,2055.9
Write,2023-6-29-09:54:51,2055.9
Read,2023-6-29-09:54:51,2056.1
Write,2023-6-29-09:54:51,2055.9
Read,2023-6-29-09:54:52,2056.0
Write,2023-6-29-09:54:52,2055.3
Read,2023-6-29-09:54:52,2055.9
Write,2023-6-29-09:54:52,2056.3
Read,2023-6-29-09:54:53,2055.9
Write,2023-6-29-09:54:53,2056.0
Read,2023-6-29-09:54:53,2056.2
Write,2023-6-29-09:54:53,2056.1
Read,2023-6-29-09:54:54,2055.3
Write,2023-6-29-09:54:54,2055.3
Read,2023-6-29-09:54:54,2056.5
Write,2023-6-29-09:54:54,2056.5
Read,2023-6-29-09:54:55,2055.6
Write,2023-6-29-09:54:55,2056.0
Read,2023-6-29-09:54:55,2056.4
Write,2023-6-29-09:54:55,2056.2
Read,2023-6-29-09:54:56,2055.6
Write,2023-6-29-09:54:56,2055.6
Read,2023-6-29-09:54:56,2056.4
Write,2023-6-29-09:54:56,2056.2
Read,2023-6-29-09:54:57,2055.8
Write,2023-6-29-09:54:57,2055.9
Read,2023-6-29-09:54:57,2055.4
Write,2023-6-29-09:54:57,2055.6
Read,2023-6-29-09:54:58,2056.1
Write,2023-6-29-09:54:58,2055.8
Read,2023-6-29-09:54:58,2056.1
Write,2023-6-29-09:54:58,2056.5
Read,2023-6-29-09:54:59,2055.9
Write,2023-6-29-09:54:59,2055.5
Read,2023-6-29-09:54:59,2055.4
Write,2023-6-29-09:54:59,2056.2
Read,2023-6-29-09:55:00,2056.1
Write,2023-6-29-09:55:00,2049.3
Read,2023-6-29-09:55:00,2055.9
Write,2023-6-29-09:55:00,2062.2
Read,2023-6-29-09:55:01,2056.4
Write,2023-6-29-09:55:01,2056.5
Read,2023-6-29-09:55:01,2055.8
Write,2023-6-29-09:55:01,2055.8
Read,2023-6-29-09:55:02,2055.6
Write,2023-6-29-09:55:02,2055.8
Read,2023-6-29-09:55:02,2056.1
Write,2023-6-29-09:55:02,2056.1
Read,2023-6-29-09:55:03,2056.5
Write,2023-6-29-09:55:03,2056.4
Read,2023-6-29-09:55:03,2055.3
Write,2023-6-29-09:55:03,2055.8
Read,2023-6-29-09:55:04,2056.4
Write,2023-6-29-09:55:04,2056.1
Read,2023-6-29-09:55:04,2055.8
Write,2023-6-29-09:55:04,2056.0
Read,2023-6-29-09:55:05,2056.0
Write,2023-6-29-09:55:05,2055.1
Read,2023-6-29-09:55:05,2056.0
Write,2023-6-29-09:55:05,2056.0
Read,2023-6-29-09:55:06,2056.0
Write,2023-6-29-09:55:06,2056.3
Read,2023-6-29-09:55:06,2056.4
Write,2023-6-29-09:55:06,2056.1
Read,2023-6-29-09:55:07,2055.6
Write,2023-6-29-09:55:07,2055.5
Read,2023-6-29-09:55:07,2055.2
Write,2023-6-29-09:55:07,2056.3
Read,2023-6-29-09:55:08,2056.3
Write,2023-6-29-09:55:08,2055.5
Read,2023-6-29-09:55:08,2056.1
Write,2023-6-29-09:55:08,2055.9
Read,2023-6-29-09:55:09,2056.1
Write,2023-6-29-09:55:09,2056.0
Read,2023-6-29-09:55:09,2055.8
Write,2023-6-29-09:55:09,2056.1
Read,2023-6-29-09:55:10,2055.6
Write,2023-6-29-09:55:10,2055.9
Read,2023-6-29-09:55:10,2056.5
Write,2023-6-29-09:55:10,2056.3
Read,2023-6-29-09:55:11,2055.5
Write,2023-6-29-09:55:11,2055.3
Read,2023-6-29-09:55:11,2056.4
Write,2023-6-29-09:55:11,2055.9
Read,2023-6-29-09:55:12,2055.8
Write,2023-6-29-09:55:12,2056.5
Read,2023-6-29-09:55:12,2056.0
Write,2023-6-29-09:55:12,2055.5
Read,2023-6-29-09:55:13,2055.3
Write,2023-6-29-09:55:13,2056.3
Read,2023-6-29-09:55:13,2055.9
Write,2023-6-29-09:55:13,2056.1
Read,2023-6-29-09:55:14,2056.2
Write,2023-6-29-09:55:14,2055.7
Read,2023-6-29-09:55:14,2055.8
Write,2023-6-29-09:55:14,2055.8
Read,2023-6-29-09:55:15,2056.3
Write,2023-6-29-09:55:15,2055.8
Read,2023-6-29-09:55:15,2055.8
Write,2023-6-29-09:55:15,2055.9
Read,2023-6-29-09:55:16,2056.1
Write,2023-6-29-09:55:16,2056.5
Read,2023-6-29-09:55:16,2055.3
Write,2023-6-29-09:55:16,2055.7
Read,2023-6-29-09:55:17,2056.4
Write,2023-6-29-09:55:17,2055.7
Read,2023-6-29-09:55:17,2056.0
Write,2023-6-29-09:55:17,2055.9
Read,2023-6-29-09:55:18,2055.4
Write,2023-6-29-09:55:18,2056.1
Read,2023-6-29-09:55:18,2056.5
Write,2023-6-29-09:55:18,2056.2
Read,2023-6-29-09:55:19,2055.8
Write,2023-6-29-09:55:19,2055.2
Read,2023-6-29-09:55:19,2055.7
Write,2023-6-29-09:55:19,2056.6
Read,2023-6-29-09:55:20,2056.1
Write,2023-6-29-09:55:20,2055.2
Read,2023-6-29-09:55:20,2055.5
Write,2023-6-29-09:55:20,2056.5
Read,2023-6-29-09:55:21,2056.0
Write,2023-6-29-09:55:21,2055.9
Read,2023-6-29-09:55:21,2054.7
Write,2023-6-29-09:55:21,2055.5
Read,2023-6-29-09:55:22,2057.2
Write,2023-6-29-09:55:22,2056.3
Read,2023-6-29-09:55:22,2055.8
Write,2023-6-29-09:55:22,2056.1
Read,2023-6-29-09:55:23,2055.9
Write,2023-6-29-09:55:23,2055.6
Read,2023-6-29-09:55:23,2056.4
Write,2023-6-29-09:55:23,2053.7
Read,2023-6-29-09:55:24,2053.5
Write,2023-6-29-09:55:24,2057.8
Read,2023-6-29-09:55:24,2058.5
Write,2023-6-29-09:55:24,2055.9
Read,2023-6-29-09:55:25,2055.6
Write,2023-6-29-09:55:25,2055.6
Read,2023-6-29-09:55:25,2056.2
Write,2023-6-29-09:55:25,2056.3
Read,2023-6-29-09:55:26,2055.9
Write,2023-6-29-09:55:26,2054.3
Read,2023-6-29-09:55:26,2056.0
Write,2023-6-29-09:55:26,2057.4
Read,2023-6-29-09:55:27,2055.6
Write,2023-6-29-09:55:27,2055.1
Read,2023-6-29-09:55:27,2055.8
Write,2023-6-29-09:55:27,2055.7
Read,2023-6-29-09:55:28,2055.7
Write,2023-6-29-09:55:28,2056.4
Read,2023-6-29-09:55:28,2055.7
Write,2023-6-29-09:55:28,2055.9
Read,2023-6-29-09:55:29,2054.9
Write,2023-6-29-09:55:29,2055.1
Read,2023-6-29-09:55:29,2056.4
Write,2023-6-29-09:55:29,2056.2
Read,2023-6-29-09:55:29,2055.8
Write,2023-6-29-09:55:30,2055.7
Read,2023-6-29-09:55:30,2055.8
Write,2023-6-29-09:55:30,2056.1
Read,2023-6-29-09:55:30,2055.6
Write,2023-6-29-09:55:31,2055.6
Read,2023-6-29-09:55:31,2056.3
Write,2023-6-29-09:55:31,2055.9
Read,2023-6-29-09:55:31,2055.8
Write,2023-6-29-09:55:32,2055.3
Read,2023-6-29-09:55:32,2056.1
Write,2023-6-29-09:55:32,2056.4
Read,2023-6-29-09:55:32,2055.3
Write,2023-6-29-09:55:33,2055.9
Read,2023-6-29-09:55:33,2056.1
Write,2023-6-29-09:55:33,2055.5
Read,2023-6-29-09:55:33,2056.0
Write,2023-6-29-09:55:34,2055.8
Read,2023-6-29-09:55:34,2055.6
Write,2023-6-29-09:55:34,2055.9
Read,2023-6-29-09:55:34,2055.8
Write,2023-6-29-09:55:35,2055.5
Read,2023-6-29-09:55:35,2056.0
Write,2023-6-29-09:55:35,2056.1
Read,2023-6-29-09:55:35,2055.6
Write,2023-6-29-09:55:36,2055.7
Read,2023-6-29-09:55:36,2055.6
Write,2023-6-29-09:55:36,2055.8
Read,2023-6-29-09:55:36,2056.2
Write,2023-6-29-09:55:37,2056.4
Read,2023-6-29-09:55:37,2056.1
Write,2023-6-29-09:55:37,2055.5
Read,2023-6-29-09:55:37,2055.9
Write,2023-6-29-09:55:38,2056.3
Read,2023-6-29-09:55:38,2056.0
Write,2023-6-29-09:55:38,2055.4
Read,2023-6-29-09:55:38,2055.7
Write,2023-6-29-09:55:39,2056.2
Read,2023-6-29-09:55:39,2055.8
Write,2023-6-29-09:55:39,2055.8
Read,2023-6-29-09:55:39,2055.6
Write,2023-6-29-09:55:40,2055.4
Read,2023-6-29-09:55:40,2056.0
Write,2023-6-29-09:55:40,2056.4
Read,2023-6-29-09:55:40,2055.4
Write,2023-6-29-09:55:41,2055.6
Read,2023-6-29-09:55:41,2056.4
Write,2023-6-29-09:55:41,2055.6
Read,2023-6-29-09:55:41,2055.7
Write,2023-6-29-09:55:42,2055.7
Read,2023-6-29-09:55:42,2055.6
Write,2023-6-29-09:55:42,2055.4
Read,2023-6-29-09:55:42,2056.0
Write,2023-6-29-09:55:43,2056.2
Read,2023-6-29-09:55:43,2055.7
Write,2023-6-29-09:55:43,2056.2
Read,2023-6-29-09:55:43,2056.2
Write,2023-6-29-09:55:44,2055.5
Read,2023-6-29-09:55:44,2056.0
Write,2023-6-29-09:55:44,2056.0
Read,2023-6-29-09:55:44,2055.5
Write,2023-6-29-09:55:45,2055.7
Read,2023-6-29-09:55:45,2055.7
Write,2023-6-29-09:55:45,2055.5
Read,2023-6-29-09:55:45,2056.0
Write,2023-6-29-09:55:46,2055.7
Read,2023-6-29-09:55:46,2055.2
Write,2023-6-29-09:55:46,2052.8
Read,2023-6-29-09:55:46,2056.8
Write,2023-6-29-09:55:47,2059.0
Read,2023-6-29-09:55:47,2055.9
Write,2023-6-29-09:55:47,2055.8
Read,2023-6-29-09:55:47,2055.3
Write,2023-6-29-09:55:48,2055.7
Read,2023-6-29-09:55:48,2055.9
Write,2023-6-29-09:55:48,2055.7
Read,2023-6-29-09:55:48,2056.0
Write,2023-6-29-09:55:49,2055.8
Read,2023-6-29-09:55:49,2055.7
Write,2023-6-29-09:55:49,2055.1
Read,2023-6-29-09:55:49,2055.6
Write,2023-6-29-09:55:50,2055.8
Read,2023-6-29-09:55:50,2055.8
Write,2023-6-29-09:55:50,2055.6
Read,2023-6-29-09:55:50,2055.9
Write,2023-6-29-09:55:51,2056.4
Read,2023-6-29-09:55:51,2056.2
Write,2023-6-29-09:55:51,2056.0
Read,2023-6-29-09:55:51,2055.7
Write,2023-6-29-09:55:52,2055.2
Read,2023-6-29-09:55:52,2056.0
Write,2023-6-29-09:55:52,2056.4
Read,2023-6-29-09:55:52,2055.3
Write,2023-6-29-09:55:53,2055.3
Read,2023-6-29-09:55:53,2055.7
Write,2023-6-29-09:55:53,2056.4
Read,2023-6-29-09:55:53,2056.4
Write,2023-6-29-09:55:54,2056.0
Read,2023-6-29-09:55:54,2055.1
Write,2023-6-29-09:55:54,2055.7
Read,2023-6-29-09:55:54,2056.1
Write,2023-6-29-09:55:55,2055.7
Read,2023-6-29-09:55:55,2056.3
Write,2023-6-29-09:55:55,2055.5
Read,2023-6-29-09:55:55,2055.8
Write,2023-6-29-09:55:56,2055.9
Read,2023-6-29-09:55:56,2055.4
Write,2023-6-29-09:55:56,2055.9
Read,2023-6-29-09:55:56,2055.6
Write,2023-6-29-09:55:57,2055.7
Read,2023-6-29-09:55:57,2056.3
Write,2023-6-29-09:55:57,2055.7
Read,2023-6-29-09:55:57,2055.3
Write,2023-6-29-09:55:58,2055.4
Read,2023-6-29-09:55:58,2055.8
Write,2023-6-29-09:55:58,2056.5
Read,2023-6-29-09:55:58,2056.2
Write,2023-6-29-09:55:59,2055.2
Read,2023-6-29-09:55:59,2055.4
Write,2023-6-29-09:55:59,2056.2
Read,2023-6-29-09:55:59,2056.3
Write,2023-6-29-09:56:00,2055.7
Read,2023-6-29-09:56:00,2055.7
Write,2023-6-29-09:56:00,2055.4
Read,2023-6-29-09:56:00,2055.4
Write,2023-6-29-09:56:01,2056.1
Read,2023-6-29-09:56:01,2055.3
Write,2023-6-29-09:56:01,2055.9
Read,2023-6-29-09:56:01,2056.8
Write,2023-6-29-09:56:02,2055.9
Read,2023-6-29-09:56:02,2055.7
Write,2023-6-29-09:56:02,2055.4
Read,2023-6-29-09:56:02,2055.8
Write,2023-6-29-09:56:03,2055.8
Read,2023-6-29-09:56:03,2055.5
Write,2023-6-29-09:56:03,2055.9
Read,2023-6-29-09:56:03,2056.0
Write,2023-6-29-09:56:04,2056.3
Read,2023-6-29-09:56:04,2055.8
Write,2023-6-29-09:56:04,2055.5
Read,2023-6-29-09:56:04,2055.6
Write,2023-6-29-09:56:05,2055.7
Read,2023-6-29-09:56:05,2055.3
Write,2023-6-29-09:56:05,2055.7
Read,2023-6-29-09:56:05,2055.7
Write,2023-6-29-09:56:06,2055.4
Read,2023-6-29-09:56:06,2055.9
Write,2023-6-29-09:56:06,2056.0
Read,2023-6-29-09:56:06,2055.4
Write,2023-6-29-09:56:07,2055.7
Read,2023-6-29-09:56:07,2054.2
Write,2023-6-29-09:56:07,2055.9
Read,2023-6-29-09:56:07,2057.5
Write,2023-6-29-09:56:08,2055.4
Read,2023-6-29-09:56:08,2055.8
Write,2023-6-29-09:56:08,2056.4
Read,2023-6-29-09:56:08,2056.3
Write,2023-6-29-09:56:09,2055.4
Read,2023-6-29-09:56:09,2056.0
Write,2023-6-29-09:56:09,2055.6
Read,2023-6-29-09:56:09,2055.6
Write,2023-6-29-09:56:10,2055.2
Read,2023-6-29-09:56:10,2055.7
Write,2023-6-29-09:56:10,2056.6
Read,2023-6-29-09:56:10,2056.2
Write,2023-6-29-09:56:11,2055.4
Read,2023-6-29-09:56:11,2056.1
Write,2023-6-29-09:56:11,2056.5
Read,2023-6-29-09:56:11,2055.6
Write,2023-6-29-09:56:12,2055.9
Read,2023-6-29-09:56:12,2055.9
Write,2023-6-29-09:56:12,2055.4
Read,2023-6-29-09:56:12,2055.9
Write,2023-6-29-09:56:13,2055.7
Read,2023-6-29-09:56:13,2055.6
Write,2023-6-29-09:56:13,2055.9
Read,2023-6-29-09:56:13,2055.4
Write,2023-6-29-09:56:14,2056.3
Read,2023-6-29-09:56:14,2055.9
Write,2023-6-29-09:56:14,2055.8
Read,2023-6-29-09:56:14,2055.5
Write,2023-6-29-09:56:15,2055.8
Read,2023-6-29-09:56:15,2056.6
Write,2023-6-29-09:56:15,2055.5
Read,2023-6-29-09:56:15,2056.2
Write,2023-6-29-09:56:16,2055.9
Read,2023-6-29-09:56:16,2054.8
Write,2023-6-29-09:56:16,2055.7
Read,2023-6-29-09:56:16,2056.1
Write,2023-6-29-09:56:17,2056.4
Read,2023-6-29-09:56:17,2056.4
Write,2023-6-29-09:56:17,2056.2
Read,2023-6-29-09:56:17,2055.7
Write,2023-6-29-09:56:18,2055.1
Read,2023-6-29-09:56:18,2055.6
Write,2023-6-29-09:56:18,2056.1
Read,2023-6-29-09:56:18,2055.9
Write,2023-6-29-09:56:19,2055.5
Read,2023-6-29-09:56:19,2055.9
Write,2023-6-29-09:56:19,2056.5
Read,2023-6-29-09:56:19,2056.2
Write,2023-6-29-09:56:20,2055.3
Read,2023-6-29-09:56:20,2055.8
Write,2023-6-29-09:56:20,2055.5
Read,2023-6-29-09:56:20,2055.0
Write,2023-6-29-09:56:21,2056.4
Read,2023-6-29-09:56:21,2056.4
Write,2023-6-29-09:56:21,2055.6
Read,2023-6-29-09:56:21,2055.3
Write,2023-6-29-09:56:22,2056.2
Read,2023-6-29-09:56:22,2056.2
Write,2023-6-29-09:56:22,2055.7
Read,2023-6-29-09:56:22,2055.8
Write,2023-6-29-09:56:23,2055.6
Read,2023-6-29-09:56:23,2055.5
Write,2023-6-29-09:56:23,2055.8
Read,2023-6-29-09:56:23,2056.3
Write,2023-6-29-09:56:23,2056.4
Read,2023-6-29-09:56:24,2055.5
Write,2023-6-29-09:56:24,2056.1
Read,2023-6-29-09:56:24,2056.5
Write,2023-6-29-09:56:24,2055.0
Read,2023-6-29-09:56:25,2055.1
Write,2023-6-29-09:56:25,2055.7
Read,2023-6-29-09:56:25,2056.5
Write,2023-6-29-09:56:25,2055.5
Read,2023-6-29-09:56:26,2056.0
Write,2023-6-29-09:56:26,2056.2
Read,2023-6-29-09:56:26,2055.1
Write,2023-6-29-09:56:26,2056.0
Read,2023-6-29-09:56:27,2055.9
Write,2023-6-29-09:56:27,2055.3
Read,2023-6-29-09:56:27,2056.4
Write,2023-6-29-09:56:27,2055.6
Read,2023-6-29-09:56:28,2055.5
Write,2023-6-29-09:56:28,2055.5
Read,2023-6-29-09:56:28,2055.0
Write,2023-6-29-09:56:28,2056.0
Read,2023-6-29-09:56:29,2056.4
Write,2023-6-29-09:56:29,2055.6
Read,2023-6-29-09:56:29,2055.3
Write,2023-6-29-09:56:29,2053.8
Read,2023-6-29-09:56:30,2052.9
Write,2023-6-29-09:56:30,2057.4
Read,2023-6-29-09:56:30,2055.8
Write,2023-6-29-09:56:30,2056.2
Read,2023-6-29-09:56:31,2056.0
Write,2023-6-29-09:56:31,2055.8
Read,2023-6-29-09:56:31,2056.1
Write,2023-6-29-09:56:31,2056.0
Read,2023-6-29-09:56:32,2055.7
Write,2023-6-29-09:56:32,2053.9
Read,2023-6-29-09:56:32,2056.2
Write,2023-6-29-09:56:32,2058.2
Read,2023-6-29-09:56:33,2056.0
Write,2023-6-29-09:56:33,2055.5
Read,2023-6-29-09:56:33,2055.8
Write,2023-6-29-09:56:33,2056.1
Read,2023-6-29-09:56:34,2055.3
Write,2023-6-29-09:56:34,2055.9
Read,2023-6-29-09:56:34,2056.2
Write,2023-6-29-09:56:34,2054.8
